Price,Type,Living_space,Bedrooms,Bathrooms,Year_built,Year_renovated
600000,Mid-terrace house,175,5,2,1914,2012
605000,Single dwelling,221,5,2,1985,2008
615000,Duplex,286,4,4,2000,2000
615000,Farmhouse,230,4,2,2004,2020
620000,Mid-terrace house,132,1,2,1966,1980
620000,Duplex,316.16,9,3,1957,2004
620000,Bungalow,600,12,6,1761,2017
620000,Duplex,230,7,4,1950,2018
625000,Villa,250,4,3,1959,1981
625000,Mid-terrace house,218,5,2,1977,2004
625000,Villa,250,4,2,1965,2016
629000,Mid-terrace house,134,4,2,1963,2010
629000,Duplex,200,6,2,1910,2014
629000,Special property,140,2,1,1968,2019
630000,Mid-terrace house,200,4,2,1973,2014
630000,Mid-terrace house,133.19,4,3,1973,2017
630000,Corner house,475,4,3,1890,2019
635000,Mid-terrace house,202,6,3,1986,2019
635262,Duplex,376.33,6,4,1975,2018
639000,Duplex,424,9,4,1900,2000
645000,Duplex,628,6,8,1715,2017
645000,Mid-terrace house,200,5,3,1977,2018
648000,Mid-terrace house,231,4,2,1980,2009
648000,Farmhouse,147,4,2,2000,2015
649000,Farmhouse,86,3,1,1956,1990
649000,Mid-terrace house,210,4,1,2006,2006
649000,Duplex,263,7,4,1932,2006
649000,Mid-terrace house,243,4,3,2013,2013
649000,Mid-terrace house,253,4,3,1951,2015
649000,Single dwelling,152,4,3,1984,2017
649000,Mid-terrace house,250,5,2,1929,2017
649000,Corner house,170,3,1,1956,2018
650000,Multiple dwelling,150,4,1,1960,1990
650000,Duplex,444.46,11,7,1974,2004
650000,Mid-terrace house,214.33,5,3,1978,2004
650000,Mid-terrace house,280,2,2,2005,2005
650000,Special property,190,4,2,1965,2011
650000,Duplex,190,6,3,1981,2012
650000,Mid-terrace house,175,4,2,1930,2012
650000,Mid-terrace house,226.43,3,3,1936,2016
650000,Multiple dwelling,170,3,2,1987,2016
650000,Duplex,213,7,3,1939,2016
650000,Multiple dwelling,235.61,5,2,1977,2019
655000,Mid-terrace house,105.79,2,2,1934,1990
655000,Duplex,234,3,3,1999,2010
658000,Farmhouse,147,4,2,1982,2017
659000,Mid-terrace house,120,3,2,1935,2014
659000,Single dwelling,182,5,2,1961,2015
659000,Mid-terrace house,356.51,2,1,1968,2019
660000,Duplex,218,3,3,1920,2008
660000,Single dwelling,170,4,2,1964,2009
665000,Duplex,549,8,7,1908,2015
665000,Residential property,456,11,5,1950,2016
669000,Mid-terrace house,200,5,2,1968,2001
669000,Mid-terrace house,173,3,2,1938,2019
670000,Duplex,284,5,3,1972,2016
675000,Duplex,300,2,2,1972,1992
675000,Duplex,450,7,5,1992,1994
675000,Duplex,265.76,4,4,1968,2006
675000,Mid-terrace house,140,2,1,1960,2017
675000,Mid-terrace house,140,4,3,1980,2019
678000,Duplex,294,7,4,1960,2012
679000,Duplex,186.3,5,3,1971,2004
679000,Mid-terrace house,490,8,3,1960,2009
679000,Farmhouse,177,3,1,1993,2017
679000,Villa,150,4,2,2001,2018
680000,Duplex,220,3,2,1937,2007
680000,Multiple dwelling,110,3,2,2014,2015
680000,Mid-terrace house,190,6,2,2017,2017
680000,Duplex,156,7,3,1950,2019
685000,Mid-terrace house,165,2,2,1937,2015
685000,Single dwelling,162,3,2,2003,2018
685000,Special property,109.63,3,1,1973,2019
685000,Single dwelling,153.73,4,2,1965,2020
689000,Mid-terrace house,260,5,4,1986,2001
689000,Mid-terrace house,140,3,2,1988,2014
689030,Duplex,150,4,4,1948,2019
690000,Mid-terrace house,210,5,2,1938,2002
690000,Mid-terrace house,226,6,4,1957,2006
690000,Duplex,364,12,6,1910,2009
690000,Multiple dwelling,140,3,2,2008,2011
690000,Duplex,251,6,3,1895,2012
690000,Duplex,268,5,3,1967,2018
690000,Duplex,185,4,3,1974,2018
690000,Duplex,340,7,3,1980,2018
695000,Special property,89.67,3,1,1961,1997
695000,Special property,89.67,3,1,1961,1997
695000,Mid-terrace house,195,6,2,1928,1998
695000,Farmhouse,186,3,2,1966,2000
695000,Bungalow,600,18,13,1978,2005
695000,Mid-terrace house,245,5,1,2011,2011
695000,Duplex,428,6,4,1967,2017
695000,Mid-terrace house,175,3,1,2000,2018
695000,Multiple dwelling,146.74,3,1,2020,2020
698000,Corner house,350,6,2,1931,1992
698000,Special property,250,7,3,1993,2014
698000,Single dwelling,136,4,1,2000,2019
698000,Mid-terrace house,239,1,2,1968,2020
699000,Duplex,390.5,15,10,1900,2012
699000,Duplex,250,6,3,2012,2014
699000,Duplex,228.72,7,3,1972,2014
699000,Multiple dwelling,174,4,2,1968,2015
699000,Farmhouse,113.5,2,1,1986,2015
699000,Villa,400,7,3,2004,2018
699000,Duplex,177,4,2,1961,2019
700000,Duplex,820,9,11,1900,2012
719000,Duplex,219,5,3,1955,2017
719000,Mid-terrace house,219,5,3,1955,2017
720000,Duplex,345,8,4,1896,2016
725000,Mid-terrace house,156,2,2,1972,2012
725000,Duplex,272,4,3,1913,2019
729000,Duplex,294.25,9,5,2004,2004
729000,Mid-terrace house,120,4,1,2006,2004
729000,Villa,250,3,3,2002,2018
730000,Duplex,332,8,3,1979,2016
739000,Duplex,220,3,2,1984,2019
740000,Duplex,392,10,5,1936,1990
740000,Duplex,179,3,3,1900,2006
740000,Duplex,300,7,4,1901,2008
740000,Mid-terrace house,203,6,3,2017,2017
745000,Duplex,150,4,2,1962,2016
748000,Single dwelling,220,6,2,1984,2005
748000,Duplex,196.09,7,3,1968,2013
749000,Duplex,198,4,2,1965,2014
749000,Mid-terrace house,256,4,2,1974,2016
749000,Duplex,525,6,2,1860,2017
749000,Mid-terrace house,154,1,1,1969,2017
749000,Duplex,240,4,3,1934,2017
750000,Mid-terrace house,100,4,1,1950,1986
750000,Bungalow,450,14,3,1955,1998
750000,Duplex,832.38,12,10,1970,2006
750000,Duplex,174,3,2,1928,2007
750000,Duplex,230,4,2,1953,2008
750000,Special property,220,5,1,1973,2010
750000,Mid-terrace house,180,4,1,1964,2011
750000,Mid-terrace house,300,3,2,1982,2011
750000,Mid-terrace house,137.92,4,1,1962,2013
750000,Duplex,256,3,3,1960,2013
750000,Duplex,235,3,3,1975,2015
750000,Mid-terrace house,260,4,2,1986,2016
750000,Mid-terrace house,385,4,3,2000,2018
750000,Mid-terrace house,355,8,5,1928,2018
750000,Duplex,783,19,10,1918,2019
755000,Mid-terrace house,250,7,2,1862,2018
759000,Mid-terrace house,385.23,5,3,1979,2014
759000,Residential property,142,3,1,2013,2019
765000,Mid-terrace house,314,5,3,2015,1998
769000,Mid-terrace house,299.8,4,3,2001,2016
769000,Mid-terrace house,299.8,4,3,2001,2016
770000,Duplex,246,5,4,2019,2000
770000,Duplex,300,6,2,1972,2016
774000,Mid-terrace house,339,5,3,1993,2017
775000,Multiple dwelling,160,4,1,1991,2019
777000,Duplex,270,5,5,2008,2020
779000,Villa,300,3,2,1998,2018
779000,Mid-terrace house,159.3,4,2,1960,2019
780000,Mid-terrace house,100,4,1,1968,2003
780000,Mid-terrace house,215,5,3,1786,2008
780000,Duplex,226,5,3,1966,2012
780000,Villa,340,6,2,1908,2015
780000,Duplex,353,11,4,1915,2018
780000,Duplex,900,15,10,1920,2018
789000,Mid-terrace house,193.42,2,2,1935,2000
789500,Mid-terrace house,258.74,4,2,1986,2018
790000,Mid-terrace house,170,4,2,1961,2013
790000,Duplex,162,4,2,1967,2017
795000,Multiple dwelling,143,4,1,1979,1991
795000,Duplex,219,6,2,1977,2017
795000,Special property,150,3,2,1999,2019
798000,Mid-terrace house,270,4,5,2014,2014
798000,Mid-terrace house,450,13,4,2000,2019
799000,Duplex,245,7,3,1960,1990
799000,Mid-terrace house,205,4,3,1954,1997
799000,Duplex,530,7,3,1994,2000
799000,Mid-terrace house,175,2,3,1997,2013
799000,Duplex,184.62,4,4,1962,2014
799000,Corner house,300,6,5,1854,2015
799000,Residential property,300,6,5,1854,2015
799000,Duplex,265,6,3,1965,2019
799000,Residential property,403,8,4,1911,2019
799900,Duplex,611,20,6,1750,2019
800000,Duplex,310.59,9,3,1910,2005
800000,Mid-terrace house,220,6,3,1937,2007
800000,Duplex,400,8,6,1945,2017
810000,Mid-terrace house,150,3,1,1970,2018
819000,Duplex,80,2,1,1928,1973
820000,Mid-terrace house,325.15,4,2,1978,1995
820000,Mid-terrace house,325.15,4,2,1978,1995
820000,Mid-terrace house,325.15,4,2,1978,1995
820000,Mid-terrace house,325.15,4,2,1978,1995
820000,Mid-terrace house,325.15,4,2,1978,1995
820000,Mid-terrace house,325.15,4,2,1978,1995
820000,Mid-terrace house,325.15,4,2,1978,1995
820000,Duplex,266,7,3,1964,2013
820000,Mid-terrace house,214,5,2,1981,2017
825000,Mid-terrace house,322,4,3,1900,2005
827000,Residential property,270,7,3,1962,2011
829000,Duplex,213,4,3,1989,2016
835000,Villa,155.11,3,1,1957,2016
837000,Duplex,252,5,3,1928,2017
839000,Single dwelling,170.79,4,2,1990,2005
839000,Residential property,170.21,2,2,1997,2018
845000,Mid-terrace house,252,7,4,1967,2019
850000,Mid-terrace house,300,8,2,1928,1998
850000,Duplex,498,16,8,1920,1998
850000,Mid-terrace house,190,4,2,1976,2015
850000,Duplex,337,8,8,1955,2018
850000,Mid-terrace house,348.26,3,4,1968,2018
858000,Duplex,480,7,4,1749,2020
860000,Duplex,330,4,4,2000,2019
869000,Duplex,232.78,9,3,1961,2015
870000,Duplex,430,7,5,1967,2018
879000,Mid-terrace house,240,2,4,1982,2013
880000,Mid-terrace house,163,4,2,2012,2012
880000,Duplex,436,5,8,1946,2012
885000,Duplex,295,9,3,1856,2011
890000,Mid-terrace house,148,3,2,1939,1974
890000,Multiple dwelling,145,3,2,1955,2006
890000,Mid-terrace house,115,2,1,1939,2018
891000,Duplex,239,3,3,1971,2018
895000,Duplex,177,4,2,1967,1998
895000,Single dwelling,210,6,2,1958,2004
895000,Mid-terrace house,410.13,3,1,1991,2005
895000,Mid-terrace house,342,3,3,1978,2016
895000,Mid-terrace house,175,6,2,1949,2018
898000,Mid-terrace house,240,5,2,1928,1999
898000,Single dwelling,157,5,2,1974,2018
899000,Single dwelling,126,4,2,2018,2018
900000,Duplex,320,12,5,1905,2018
902000,Villa,284.55,5,4,1980,2017
910000,Mid-terrace house,150,3,3,1954,2000
920000,Mid-terrace house,251,3,2,1974,1991
925000,Duplex,335,8,4,1958,1999
929000,Duplex,240,5,5,1959,2016
930000,Duplex,321,8,3,1893,2019
935000,Mid-terrace house,172,5,2,1958,2002
935000,Duplex,408,12,5,1995,2010
935000,Mid-terrace house,227,6,1,1934,2014
940000,Duplex,400,8,2,1727,1988
949000,Mid-terrace house,216,4,2,1982,2018
950000,Duplex,967.01,3,2,1978,1982
950000,Mid-terrace house,200,4,3,1926,2010
950000,Mid-terrace house,160,3,3,2017,2018
950000,Mid-terrace house,160,3,3,2017,2018
950000,Residential property,108,3,1,1956,2018
950000,Mid-terrace house,84,2,1,1950,2018
950000,Single dwelling,140,4,1,1965,2019
955000,Special property,241.4,4,2,2012,2012
959000,Mid-terrace house,257,6,2,1912,2017
965000,Duplex,800,10,10,1980,1980
979000,Mid-terrace house,240,5,3,1900,2019
979000,Duplex,370,9,5,1970,2019
980000,Mid-terrace house,343,6,3,1900,2010
980000,Duplex,798.85,7,6,1994,2016
980000,Duplex,365,6,4,2017,2017
980000,Special property,115,2,2,1973,2017
980000,Bungalow,226,4,2,1986,2017
990000,Mid-terrace house,259,5,3,1978,2008
990000,Special property,170,3,2,1968,2018
990000,Mid-terrace house,300,2,2,1974,2019
990000,Duplex,798,21,13,2004,2019
995000,Mid-terrace house,130,3,2,1981,1998
995000,Villa,263,3,3,2011,2011
995000,Single dwelling,251,7,4,2001,2015
997000,Duplex,265.49,8,6,1965,2018
998000,Mid-terrace house,150,4,2,1961,2017
998000,Duplex,345,5,4,1993,2018
998447,Villa,312,3,4,1933,2008
999000,Duplex,200,4,3,1920,2003
999000,Duplex,284,8,3,1978,2013
999000,Villa,247,6,2,1914,2017
999000,Duplex,365.11,8,8,1911,2020
999000,Duplex,365.11,8,8,1911,2020
999700,Special property,400,5,3,1915,2016
1030000,Duplex,200,5,3,1985,1985
1050000,Mid-terrace house,199.5,4,2,1966,2014
1050000,Single dwelling,171,4,1,1992,2015
1050000,Bungalow,345,7,4,1959,2019
1050000,Duplex,345,7,4,1959,2019
1050000,Duplex,368,8,8,1951,2019
1080000,Duplex,351,6,4,1912,2019
1080000,Duplex,351,6,4,1912,2019
1090000,Mid-terrace house,260,6,4,1952,2006
1090000,Mid-terrace house,234,5,2,1967,2017
1095000,Mid-terrace house,307,4,3,1976,2010
1095000,Duplex,1490,44,24,1989,2018
1095000,Duplex,1490,61,24,1991,2018
1099000,Duplex,165.01,3,3,1978,2003
1099000,Mid-terrace house,169.5,4,2,2013,2013
1099900,Bungalow,362,4,4,1998,2008
1100000,Single dwelling,200,3,2,1953,2001
1100000,Duplex,456,11,6,1948,2005
1100000,Villa,450,5,4,1981,2012
1150000,Bungalow,288,4,2,1994,1994
1150000,Mid-terrace house,330,6,2,1895,1997
1150000,Mid-terrace house,330,6,2,1895,1997
1150000,Duplex,350,7,5,1959,2015
1150000,Mid-terrace house,201,7,3,1956,2018
1150000,Duplex,560,17,11,1955,2019
1175000,Duplex,400,5,5,1959,2013
1175000,Bungalow,338,4,2,1998,2018
1180000,Duplex,320,7,4,1974,2008
1180000,Single dwelling,156,4,2,1994,2014
1190000,Bungalow,260,6,4,2018,2018
1190000,Residential property,341,6,3,1978,2018
1199000,Duplex,204,2,3,1931,2016
1200000,Duplex,363.52,7,6,1923,2008
1200000,Duplex,2027.68,40,40,1970,2015
1200000,Villa,253,2,2,1993,2018
1200000,Duplex,170,3,3,1925,2018
1200000,Mid-terrace house,641,6,3,2001,2019
1225000,Villa,504,5,4,1980,2018
1245000,Mid-terrace house,250,4,3,2002,2013
1250000,Residential property,420,5,4,1966,2004
1250000,Corner house,300,8,2,2006,2007
1250000,Mid-terrace house,340,3,2,1986,2008
1250000,Duplex,675.54,8,9,1979,2018
1250000,Mid-terrace house,220,3,2,1990,2020
1270000,Single dwelling,250,4,3,2011,2019
1280000,Single dwelling,171,4,3,1958,2010
1285000,Single dwelling,115,4,1,2017,2017
1290000,Residential property,473,10,10,1870,2003
1290000,Mid-terrace house,270,5,2,1966,2007
1290000,Villa,377,10,4,1902,2015
1295000,Duplex,162,3,3,1965,2018
1300000,Duplex,325,7,4,1569,2011
1300000,Duplex,325,7,4,1569,2011
1300000,Duplex,680,9,9,1500,2014
1300000,Villa,265,3,3,1988,2014
1330000,Villa,279,5,2,1977,2019
1345000,Single dwelling,245.25,5,2,2003,2018
1348000,Villa,461,3,2,1992,2017
1350000,Duplex,713.23,13,13,1890,1993
1350000,Bungalow,160,1,1,1958,1994
1350000,Mid-terrace house,190,3,2,1960,2013
1350000,Bungalow,302.25,5,2,2003,2017
1380000,Single dwelling,125.81,3,2,1958,1999
1380000,Single dwelling,125.81,3,2,1958,1999
1380000,Mid-terrace house,190,3,2,2004,2004
1380000,Mid-terrace house,300,4,2,2004,2015
1390000,Duplex,267,8,3,1900,2008
1395000,Mid-terrace house,193,4,2,1959,2001
1400000,Mid-terrace house,348,2,2,1965,1990
1400000,Mid-terrace house,200,5,3,2005,2016
1400000,Mid-terrace house,170,3,2,1992,2016
1430000,Villa,322.91,4,2,2013,2016
1475000,Duplex,334,10,4,1946,2009
1480000,Villa,360,5,2,1990,2012
1490000,Villa,398,5,3,1977,2008
1490000,Villa,283,3,2,1902,2009
1490000,Single dwelling,160,4,2,2013,2013
1490000,Single dwelling,175,4,2,1991,2017
1490000,Farmhouse,160,3,2,1920,2017
1490000,Mid-terrace house,210,3,2,1932,2018
1495000,Mid-terrace house,220,3,2,1974,2013
1500000,Single dwelling,200,3,2,1953,2001
1500000,Duplex,533,3,4,1978,2010
1500000,Mid-terrace house,242,6,3,1999,2011
1500000,Special property,242,6,3,1999,2011
1520000,Special property,267,4,4,2009,2016
1550000,Villa,490,5,3,2001,2019
1590000,Mid-terrace house,250,6,1,1934,1956
1590000,Duplex,470,16,6,1970,2010
1595000,Duplex,213.13,7,3,1955,2017
1650000,Villa,300,5,2,1937,2000
1670000,Mid-terrace house,280,3,2,2009,2018
1700000,Mid-terrace house,330,4,4,1900,2009
1750000,Villa,540,4,4,2002,2014
1750000,Mid-terrace house,210,4,2,1939,2014
1750000,Bungalow,370,12,4,1937,2017
1775000,Mid-terrace house,280,5,2,2008,2008
1780000,Villa,334,3,3,1900,2007
1800000,Duplex,1050,15,12,1930,2005
1850000,Residential property,451,4,4,1999,2018
1850000,Residential property,585,21,21,1907,2019
1880000,Villa,377,10,4,1997,2012
1890000,Duplex,700,20,10,1946,2009
1890000,Mid-terrace house,400,8,4,1993,2016
1950000,Duplex,830,21,10,1950,2004
1950000,Mid-terrace house,274,4,4,1958,2015
2050000,Mid-terrace house,480,7,4,1872,2011
2100000,Bungalow,387,8,4,1900,2013
2150000,Duplex,476,12,7,1964,2016
2150000,Mid-terrace house,475,4,4,2000,2018
2190000,Bungalow,270,6,3,2003,2016
2190000,Bungalow,270,6,3,2003,2016
2200000,Villa,500,5,4,1940,2003
2200000,Mid-terrace house,395,5,5,2006,2018
2200000,Mid-terrace house,395,5,5,2006,2018
2200000,Villa,388,5,2,1989,2020
2295000,Mid-terrace house,184,5,2,1938,2000
2300000,Villa,340,4,3,2016,2019
2300000,Villa,262,5,3,1986,2020
2399000,Villa,370,5,4,2016,2017
2400000,Duplex,877.5,18,13,1960,2019
2490000,Villa,490,7,2,1891,2007
2590000,Villa,473,8,2,1910,2017
2600000,Duplex,400,6,4,1953,2001
2600000,Corner house,285,6,4,1966,2016
2650000,Mid-terrace house,200,6,2,1933,1994
2690000,Villa,356,5,3,1960,2018
2700000,Residential property,259.1,3,2,1900,2020
2870000,Villa,466,5,4,1966,2019
2890000,Mid-terrace house,282,3,3,2014,2018
2900000,Residential property,1000,7,6,1994,2007
2900000,Villa,450,5,4,1991,2015
3299000,Bungalow,650,6,2,1822,2016
3450000,Villa,670,3,4,2014,2019
3595000,Villa,527,5,5,2002,2014
3700000,Mid-terrace house,366,5,5,2014,2014
3700000,Duplex,220,3,2,2004,2022
3800000,Duplex,805,21,13,1961,2016
3970000,Villa,286,4,3,1971,2019
4900000,Villa,520,6,4,1890,2012
5850000,Mid-terrace house,287,5,3,1934,2012
5850000,Villa,385,6,4,1914,2020
6500000,Bungalow,588,8,5,1890,2018
10800000,Duplex,1200,25,44,1902,2000
