Price,Type,Living_space,Bedrooms,Bathrooms,Year_built,Year_renovated
200000,Mid-terrace house,55.6,2,1,1965,2006
200000,Mid-terrace house,142,5,1,1997,2017
202200,Mid-terrace house,135,3,1,1950,2012
204000,Mid-terrace house,186,3,2,1973,2014
205000,Duplex,300,3,3,1936,2002
205000,Residential property,73,2,1,1900,2003
205000,Mid-terrace house,170,3,1,1973,2018
205000,Mid-terrace house,200,5,2,1900,2019
205900,Mid-terrace house,100,4,1,1960,2018
208000,Duplex,199,4,4,1965,2016
209000,Mid-terrace house,230,4,2,1935,1995
209000,Corner house,65.21,1,1,1900,1998
209000,Mid-terrace house,202,6,3,1958,2005
209500,Mid-terrace house,180,3,3,1920,2019
210000,Mid-terrace house,143.77,4,1,1930,1998
210000,Mid-terrace house,135,4,1,1962,2010
210000,Mid-terrace house,98,3,2,1984,2017
210000,Duplex,256.4,7,4,1920,2017
210000,Mid-terrace house,392,8,2,1900,2017
210000,Mid-terrace house,137,1,1,1974,2018
210000,Duplex,222,6,3,1900,2018
210000,Farmhouse,112.48,3,1,2003,2019
214000,Duplex,360,5,5,1930,2002
214900,Duplex,203,5,2,1970,2019
215000,Mid-terrace house,100,3,1,1970,2000
215000,Farmhouse,130,4,1,1976,2017
215000,Duplex,213,6,4,1900,2018
215000,Single dwelling,115,2,1,1982,2020
216000,Duplex,178,4,4,1938,2006
218000,Duplex,316,5,5,1900,1994
218000,Duplex,220,6,3,1954,2015
219000,Mid-terrace house,84,2,1,1956,1980
219000,Duplex,200,4,3,1927,1990
219000,Single dwelling,113,3,1,1960,1998
219000,Mid-terrace house,146,3,1,1969,2010
219000,Mid-terrace house,115,3,2,1956,2012
219000,Farmhouse,130,4,2,1972,2015
219000,Mid-terrace house,148,4,1,1976,2016
219000,Residential property,210,5,3,1800,2016
219000,Mid-terrace house,150,4,2,1957,2017
219000,Mid-terrace house,152,4,2,2000,2019
219900,Duplex,185,6,2,1920,2010
220000,Mid-terrace house,120,4,1,1989,1995
220000,Single dwelling,353,4,5,1840,1996
220000,Mid-terrace house,127,4,2,1977,2005
220000,Mid-terrace house,150,4,2,1954,2010
220000,Mid-terrace house,133,2,2,1969,2011
220000,Duplex,241,3,3,1960,2011
220000,Mid-terrace house,180,3,2,1900,2012
220000,Duplex,223,6,3,1981,2013
220000,Mid-terrace house,193.34,4,1,1870,2014
220000,Multiple dwelling,110,3,1,1936,2015
220000,Single dwelling,280,4,3,1938,2015
220000,Single dwelling,131,3,2,1945,2015
220000,Mid-terrace house,177,5,2,1967,2016
220000,Duplex,187,3,3,1968,2017
220000,Mid-terrace house,75,3,2,1976,2017
220000,Multiple dwelling,85,2,1,1958,2019
221000,Mid-terrace house,250,5,3,1900,1995
222000,Mid-terrace house,117,3,3,1978,2008
225000,Mid-terrace house,120,3,1,1960,1995
225000,Duplex,214,4,2,1928,2001
225000,Mid-terrace house,80,1,1,1900,2003
225000,Mid-terrace house,126,3,2,1967,2006
225000,Mid-terrace house,192,5,2,1965,2012
225000,Duplex,160,3,3,1961,2018
225000,Mid-terrace house,149,4,2,1975,2019
226000,Mid-terrace house,240,2,2,1890,2020
227000,Corner house,220,5,2,1868,2009
227000,Single dwelling,180,3,2,1975,2016
227450,Mid-terrace house,220,4,2,1977,2018
227500,Mid-terrace house,180,3,2,1983,2015
228000,Duplex,205,3,2,1910,1995
228000,Single dwelling,105.63,2,1,1910,2009
229000,Special property,102,2,1,1975,1997
229000,Mid-terrace house,143,4,1,1951,2006
229000,Multiple dwelling,120,2,1,1996,2008
229000,Residential property,140,18,17,1850,2008
229000,Duplex,179.01,6,2,1890,2010
229000,Mid-terrace house,145,3,1,1964,2012
229000,Farmhouse,150,5,2,1904,2013
229000,Mid-terrace house,132,2,2,2000,2014
229000,Mid-terrace house,165.23,1,1,1954,2015
229000,Mid-terrace house,128,3,1,1955,2015
229000,Special property,88,2,1,1976,2017
229000,Single dwelling,113.6,2,1,1914,2017
229000,Mid-terrace house,164,5,3,1995,2018
229000,Single dwelling,100,3,1,1986,2019
229500,Duplex,212,3,3,1914,1994
229500,Mid-terrace house,70,2,1,1960,2014
229900,Farmhouse,92.5,3,1,1963,2013
230000,Duplex,206,3,3,1900,2004
230000,Duplex,159,2,2,1971,2007
230000,Mid-terrace house,140,3,1,1900,2011
230000,Duplex,370,7,3,1822,2011
230000,Mid-terrace house,140,4,2,1936,2011
230000,Multiple dwelling,134,5,2,1937,2012
230000,Single dwelling,116,1,1,1900,2015
230000,Mid-terrace house,150,3,2,1959,2015
230000,Mid-terrace house,108,2,1,1958,2018
230000,Mid-terrace house,190,4,2,1981,2018
230000,Mid-terrace house,204.95,6,3,1969,2020
233000,Single dwelling,151,7,2,1910,2017
234000,Mid-terrace house,184,5,1,1911,2010
234500,Mid-terrace house,143.12,3,2,1899,2020
235000,Mid-terrace house,215,5,2,1934,1995
235000,Mid-terrace house,238,2,2,1974,2001
235000,Farmhouse,70,3,1,1954,2015
235000,Mid-terrace house,74.14,2,1,1605,2016
235000,Mid-terrace house,80,1,1,1606,2016
235000,Farmhouse,78,3,1,1965,2016
235000,Mid-terrace house,90.05,2,1,1999,2018
235000,Mid-terrace house,147,4,2,1960,2020
236000,Mid-terrace house,180,3,2,1958,2017
236000,Residential property,200,2,1,1965,2018
237000,Multiple dwelling,189,3,1,1938,1990
238000,Mid-terrace house,180,5,1,1900,2014
238000,Duplex,387,7,5,1920,2018
238000,Mid-terrace house,107,4,2,1955,2019
238500,Mid-terrace house,220,2,2,1960,2018
239000,Mid-terrace house,160,3,2,1895,1989
239000,Mid-terrace house,173,4,2,1900,1998
239000,Mid-terrace house,178,2,1,1972,2001
239000,Single dwelling,130,3,2,1936,2005
239000,Mid-terrace house,115,1,2,1934,2006
239000,Duplex,175,5,2,1908,2007
239000,Duplex,290,7,3,1972,2010
239000,Duplex,265,4,3,1975,2015
239000,Farmhouse,110,3,1,1988,2015
239000,Mid-terrace house,239.03,6,2,1971,2015
239000,Mid-terrace house,110,3,1,1986,2018
239000,Duplex,314,7,6,1873,2018
239000,Single dwelling,190,6,1,1900,2018
239000,Duplex,185,4,2,1958,2019
239000,Mid-terrace house,175,5,2,1979,2019
239000,Single dwelling,84,2,1,1990,2019
239500,Multiple dwelling,149.8,3,1,1977,2004
239999,Residential property,80,2,1,1959,2018
240000,Farmhouse,108,1,2,1900,1986
240000,Mid-terrace house,130,4,1,1850,2015
241000,Duplex,501,8,8,1913,2010
242000,Multiple dwelling,169.48,6,1,1970,2008
245000,Duplex,139,6,1,1911,1982
245000,Bungalow,175,2,2,1751,1992
245000,Single dwelling,196,1,1,1900,2001
245000,Duplex,145,4,3,1986,2006
245000,Duplex,190,4,2,1972,2016
245000,Corner house,235,3,3,1900,2018
245000,Single dwelling,172,1,1,1994,2019
246800,Single dwelling,93,3,1,1900,2003
247500,Duplex,266,7,3,1965,2012
247695,Farmhouse,78.33,3,1,1961,2007
247700,Farmhouse,141,4,2,1920,2014
248000,Mid-terrace house,114,2,1,1952,2000
248000,Multiple dwelling,115,2,2,1965,2014
248000,Single dwelling,125,2,1,1957,2020
249000,Corner house,170,4,2,1900,1970
249000,Single dwelling,137.31,5,2,1750,1974
249000,Mid-terrace house,115,3,2,1974,1990
249000,Mid-terrace house,120,1,2,1854,1998
249000,Mid-terrace house,225,3,1,1970,2000
249000,Mid-terrace house,106,3,2,1968,2000
249000,Farmhouse,120,3,1,1974,2000
249000,Duplex,300,6,5,1900,2000
249000,Multiple dwelling,76,2,1,1962,2005
249000,Mid-terrace house,130,6,2,1900,2010
249000,Multiple dwelling,105.92,3,1,2000,2010
249000,Duplex,145,4,2,1965,2010
249000,Single dwelling,61,2,1,1900,2010
249000,Single dwelling,102,1,1,1955,2011
249000,Mid-terrace house,129.32,3,2,1979,2012
249000,Mid-terrace house,170,4,3,2013,2013
249000,Mid-terrace house,106,2,1,1963,2013
249000,Single dwelling,115,3,1,1900,2014
249000,Mid-terrace house,109,3,1,1970,2014
249000,Farmhouse,104.47,3,1,2000,2015
249000,Mid-terrace house,111.49,3,1,2007,2015
249000,Duplex,157.08,2,2,1901,2016
249000,Mid-terrace house,115,3,2,1860,2016
249000,Mid-terrace house,160,4,2,1971,2017
249000,Mid-terrace house,120,2,1,2018,2018
249000,Single dwelling,170,3,1,1917,2018
249000,Mid-terrace house,188.01,4,2,1930,2019
249000,Mid-terrace house,184,2,3,1949,2019
249000,Mid-terrace house,190.01,6,2,1995,2019
249000,Mid-terrace house,190.01,6,2,1995,2019
249000,Duplex,170,4,2,1984,2020
249000,Multiple dwelling,122,3,1,1998,2020
249000,Single dwelling,117.8,3,1,1957,2020
249500,Mid-terrace house,200.28,2,1,1960,1986
249900,Special property,107.55,3,1,2004,2009
249900,Single dwelling,106,3,1,1990,2012
249900,Special property,141,3,2,1990,2012
249900,Mid-terrace house,117,2,1,1721,2013
249900,Residential property,178.85,6,3,1995,2018
249900,Mid-terrace house,163,3,2,1997,2019
249999,Mid-terrace house,224,3,1,1964,2013
250000,Mid-terrace house,139,3,1,1954,1980
250000,Duplex,223,6,6,1935,1994
250000,Duplex,364,4,4,1975,1995
250000,Duplex,311,6,5,1905,1996
250000,Mid-terrace house,100.26,5,1,1962,1998
250000,Duplex,352,7,4,1899,2000
250000,Duplex,350,6,6,1912,2000
250000,Bungalow,340,8,4,1926,2006
250000,Corner house,150,4,1,1927,2008
250000,Mid-terrace house,172,3,2,1951,2009
250000,Duplex,381,8,4,1935,2010
250000,Mid-terrace house,142.37,5,2,1993,2012
250000,Mid-terrace house,260,4,1,1970,2015
250000,Duplex,318.5,6,6,1927,2018
250000,Mid-terrace house,160,4,3,1938,2018
250000,Duplex,320,8,5,1930,2019
250000,Farmhouse,131,4,2,1988,2019
250000,Duplex,260,5,5,1920,2020
250010,Duplex,266,7,3,1960,2014
255000,Duplex,270,12,3,1907,2014
255000,Mid-terrace house,186.5,1,2,1934,2016
255000,Special property,122.68,3,1,1972,2016
255000,Mid-terrace house,152,4,1,1900,2019
255000,Mid-terrace house,110,3,2,1973,2020
256000,Residential property,120,3,1,1952,2010
256000,Mid-terrace house,130,3,1,1979,2015
256010,Duplex,440,4,3,1895,2017
257000,Bungalow,285,10,2,2017,2017
259000,Mid-terrace house,160,4,1,1937,1995
259000,Mid-terrace house,160,4,1,1937,1995
259000,Special property,146,2,2,1993,1997
259000,Mid-terrace house,160,3,3,1938,1998
259000,Mid-terrace house,130,3,1,1910,2005
259000,Single dwelling,210,6,2,1906,2006
259000,Residential property,120,2,1,1954,2008
259000,Mid-terrace house,117,3,1,1966,2013
259000,Mid-terrace house,180,6,2,1911,2013
259000,Mid-terrace house,188,6,2,1900,2014
259000,Mid-terrace house,229,5,2,1879,2015
259000,Mid-terrace house,140,3,2,1910,2016
259000,Duplex,174,4,2,1965,2017
259000,Mid-terrace house,140,3,1,1968,2018
259000,Mid-terrace house,160,4,2,2000,2019
259000,Special property,118,3,1,2008,2019
259000,Duplex,146,4,2,1960,2019
259700,Mid-terrace house,157,3,2,1994,1999
259700,Mid-terrace house,157,3,2,1994,1999
259800,Mid-terrace house,192.34,7,1,1886,2019
260000,Mid-terrace house,203.17,6,4,1900,1993
260000,Mid-terrace house,144,4,2,1890,2005
260000,Duplex,366,4,3,1973,2011
260000,Residential property,151,3,3,1908,2012
260000,Mid-terrace house,260,4,3,1950,2015
260000,Duplex,360,5,4,1900,2017
262000,Duplex,270,5,5,2005,2005
264000,Duplex,230,6,3,1955,2017
264500,Residential property,140,4,2,1929,2010
265000,Mid-terrace house,120,4,2,1962,2007
265000,Mid-terrace house,186,3,1,1960,2007
265000,Duplex,253.5,3,3,1972,2013
265000,Farmhouse,95,2,1,1953,2013
265000,Mid-terrace house,163,5,2,1967,2016
265000,Mid-terrace house,50,2,1,1980,2017
265000,Mid-terrace house,172.5,5,3,1993,2019
265000,Duplex,315,10,4,1935,2019
265000,Farmhouse,129,4,2,1985,2019
265000,Single dwelling,80,2,1,1938,2019
266000,Single dwelling,175,3,2,1966,1987
267000,Special property,120,3,1,1983,2018
268000,Single dwelling,120,3,1,1996,2013
269000,Mid-terrace house,153,4,2,1900,1990
269000,Corner house,220,5,3,1882,2000
269000,Multiple dwelling,92,3,2,1994,2005
269000,Single dwelling,100,3,2,1951,2008
269000,Mid-terrace house,135,3,2,1933,2010
269000,Bungalow,210,3,1,1973,2010
269000,Farmhouse,160,3,2,1987,2013
269000,Mid-terrace house,104.32,3,1,1930,2014
269000,Farmhouse,173,5,1,1953,2014
269000,Residential property,300,6,3,1950,2015
269000,Duplex,211.81,5,3,1921,2016
269000,Mid-terrace house,183,5,2,1914,2016
269000,Mid-terrace house,111,3,2,2005,2018
269000,Mid-terrace house,117.96,3,1,1960,2018
269000,Farmhouse,130,4,2,1986,2019
269000,Mid-terrace house,158,4,2,1971,2019
269000,Mid-terrace house,128,3,1,1950,2019
269000,Mid-terrace house,114,3,1,1973,2019
269500,Mid-terrace house,160,3,1,1972,2015
270000,Corner house,160,4,1,1920,1960
270000,Mid-terrace house,131,2,2,1963,1999
270000,Duplex,146,4,2,1950,2009
270000,Mid-terrace house,100,2,1,1965,2010
270000,Mid-terrace house,80,2,1,1968,2010
270000,Duplex,335.15,5,2,1978,2014
270000,Single dwelling,150,2,2,1938,2016
270000,Mid-terrace house,192.51,2,3,1910,2017
271000,Mid-terrace house,65,1,1,1984,2019
272900,Mid-terrace house,89,2,2,1958,2005
274500,Farmhouse,109.92,3,1,1964,2016
275000,Single dwelling,114,3,1,1909,1979
275000,Special property,50,2,1,1988,1994
275000,Bungalow,250,3,3,1995,2000
275000,Mid-terrace house,230,0,2,1900,2004
275000,Mid-terrace house,130,2,2,1954,2005
275000,Single dwelling,220,4,2,1930,2005
275000,Mid-terrace house,160,4,2,1938,2017
275000,Duplex,272,6,2,1890,2017
275000,Mid-terrace house,110,3,2,1905,2018
275000,Duplex,265,6,4,1830,2018
275000,Mid-terrace house,240,5,3,1974,2019
275000,Mid-terrace house,187,4,1,1960,2020
275000,Mid-terrace house,330,7,3,2012,2020
279000,Duplex,381,3,1,1927,1977
279000,Mid-terrace house,110,4,1,1930,1990
279000,Mid-terrace house,210,3,1,1992,1995
279000,Duplex,324.26,6,6,1912,1995
279000,Mid-terrace house,90,2,1,1949,1996
279000,Mid-terrace house,205,6,2,1900,1999
279000,Special property,120,3,2,1972,2001
279000,Mid-terrace house,150,4,1,1970,2004
279000,Residential property,190,5,2,1840,2010
279000,Mid-terrace house,170,3,2,1982,2011
279000,Mid-terrace house,167.61,5,1,1955,2012
279000,Duplex,250,10,3,1914,2012
279000,Duplex,211,5,3,1999,2016
279000,Mid-terrace house,250,3,2,1928,2017
279000,Mid-terrace house,160,3,1,1961,2017
279000,Single dwelling,124,5,1,1956,2017
279000,Farmhouse,126,4,1,1986,2018
279000,Mid-terrace house,135,3,2,1965,2018
279000,Mid-terrace house,220,4,2,1924,2019
279000,Duplex,141.53,3,2,1993,2019
280000,Duplex,280,6,5,1920,1999
280000,Mid-terrace house,93.3,1,1,1969,2000
280000,Mid-terrace house,155,4,1,1957,2005
280000,Duplex,239,2,3,1967,2010
280000,Mid-terrace house,230,3,2,1985,2015
280000,Mid-terrace house,120.01,3,2,1933,2016
280000,Mid-terrace house,270,6,2,1912,2016
280000,Mid-terrace house,210,7,2,1965,2016
280000,Mid-terrace house,150,4,2,1979,2019
284000,Mid-terrace house,135,2,2,1966,2016
284000,Duplex,200,4,4,1910,2019
285000,Single dwelling,146,3,2,1900,1987
285000,Duplex,190,2,2,1911,1990
285000,Duplex,160,4,2,1960,2000
285000,Duplex,153,3,2,1950,2000
285000,Farmhouse,159,6,2,1956,2004
285000,Duplex,290,6,3,1927,2010
285000,Duplex,275,9,4,1965,2012
285000,Duplex,129.15,3,1,1900,2013
285000,Residential property,129.15,3,1,1900,2013
285000,Special property,142,3,2,1965,2014
285000,Mid-terrace house,141.79,4,2,1980,2014
285000,Bungalow,400,7,7,1992,2016
285000,Duplex,160,2,2,1934,2016
285000,Mid-terrace house,130,3,1,1971,2016
285000,Mid-terrace house,160,2,2,1934,2016
285000,Mid-terrace house,145,5,2,1900,2017
285000,Mid-terrace house,221,3,2,1939,2019
288000,Mid-terrace house,156.65,1,2,1979,2017
289000,Single dwelling,196,5,4,1963,1999
289000,Residential property,237,4,2,1968,2002
289000,Mid-terrace house,260,8,3,1966,2003
289000,Mid-terrace house,164.88,4,3,1972,2003
289000,Mid-terrace house,102,3,1,1975,2009
289000,Single dwelling,165,3,1,1940,2010
289000,Mid-terrace house,80,2,1,1946,2011
289000,Mid-terrace house,160,4,2,1968,2012
289000,Mid-terrace house,110,2,1,1960,2013
289000,Residential property,165,5,2,1960,2014
289000,Mid-terrace house,200,7,1,1900,2016
289000,Mid-terrace house,134,4,1,1966,2017
289000,Mid-terrace house,184,5,3,1981,2018
289000,Mid-terrace house,150,5,2,1982,2019
289000,Duplex,168.48,4,3,1971,2019
289000,Single dwelling,179,4,2,1964,2019
289500,Duplex,148,3,3,1934,2011
290000,Duplex,200,6,1,1962,2002
290000,Mid-terrace house,160,4,1,1900,2013
290000,Multiple dwelling,112,2,1,1979,2013
290000,Single dwelling,210,2,2,1950,2017
290000,Mid-terrace house,183,4,2,1996,2017
290000,Mid-terrace house,183,4,2,1996,2017
290000,Bungalow,140,0,0,1973,2018
290000,Single dwelling,135,3,2,1950,2019
290000,Mid-terrace house,180,3,2,1957,2019
290000,Duplex,165,8,2,1949,2020
294000,Residential property,241,4,3,1952,2015
295000,Mid-terrace house,155,3,3,1950,1995
295000,Mid-terrace house,238,5,4,1947,2001
295000,Mid-terrace house,238,5,4,1947,2001
295000,Duplex,230,7,3,1870,2003
295000,Duplex,143.14,4,2,1956,2004
295000,Duplex,120,4,3,2004,2009
295000,Duplex,220,6,3,1936,2012
295000,Mid-terrace house,259,5,3,1972,2012
295000,Single dwelling,116,2,1,1999,2014
295000,Single dwelling,175,5,2,1992,2015
295000,Duplex,245,4,2,1800,2016
295000,Single dwelling,200,3,1,1955,2018
295000,Duplex,240,4,4,1900,2018
295000,Duplex,185,5,3,1950,2019
295000,Duplex,350,4,5,1965,2019
295000,Residential property,175.86,3,1,1910,2019
295000,Duplex,136.56,3,2,1970,2019
295000,Duplex,295,5,5,1900,2020
297000,Mid-terrace house,260,5,1,1940,1996
297000,Duplex,226,4,4,1908,2015
297500,Mid-terrace house,110,3,2,1965,2013
298000,Duplex,336,5,3,1951,1985
298000,Mid-terrace house,115,2,1,1820,1985
298000,Duplex,230,6,3,1962,2000
298000,Mid-terrace house,65,2,1,1938,2006
298000,Duplex,247,6,3,1910,2010
298000,Duplex,446.02,9,6,1930,2011
298000,Duplex,220,8,3,1966,2011
298000,Duplex,305,8,4,1889,2013
298000,Mid-terrace house,152,4,1,1910,2015
298000,Mid-terrace house,119.45,3,1,1967,2018
298000,Duplex,188,5,3,1949,2019
298000,Single dwelling,167.43,2,2,2002,2020
298500,Mid-terrace house,206,3,3,1977,2016
298900,Mid-terrace house,173,6,4,1993,1993
299000,Corner house,140,1,1,1750,1980
299000,Mid-terrace house,104.5,2,1,1962,1984
299000,Mid-terrace house,145,3,1,1954,1993
299000,Duplex,280,7,3,1972,1994
299000,Duplex,280,6,3,1938,2000
299000,Mid-terrace house,130,3,1,2000,2000
299000,Mid-terrace house,240.02,3,1,1926,2001
299000,Farmhouse,164.5,6,2,1965,2002
299000,Mid-terrace house,123,2,1,1953,2005
299000,Mid-terrace house,112.71,2,1,1989,2006
299000,Mid-terrace house,192.09,5,2,1958,2010
299000,Farmhouse,136.5,2,1,1994,2010
299000,Mid-terrace house,190,3,2,1981,2010
299000,Farmhouse,111,4,2,1972,2010
299000,Farmhouse,82,3,1,1959,2011
299000,Single dwelling,172,4,2,1961,2012
299000,Residential property,129,4,2,1996,2014
299000,Mid-terrace house,160,2,2,1953,2015
299000,Farmhouse,115,5,3,1977,2015
299000,Mid-terrace house,164,4,2,1996,2015
299000,Mid-terrace house,180,3,3,1880,2015
299000,Duplex,197,3,3,1890,2017
299000,Mid-terrace house,221,4,2,1974,2018
299000,Farmhouse,120,3,2,1953,2018
299000,Mid-terrace house,119,3,2,1964,2019
299000,Duplex,194,6,2,1994,2019
299000,Mid-terrace house,160,5,2,1964,2019
299000,Single dwelling,199.36,4,2,1900,2019
299500,Mid-terrace house,140,3,2,1937,2002
299500,Single dwelling,111,3,1,1957,2007
299750,Single dwelling,106,2,2,1988,2016
299750,Special property,132,2,1,1979,2019
299900,Farmhouse,172.84,4,2,1956,2020
300000,Mid-terrace house,141.12,2,1,1967,2007
300000,Mid-terrace house,140,3,1,1969,2018
300000,Mid-terrace house,380,3,1,1930,2019
305000,Mid-terrace house,117.55,3,2,1973,2013
305000,Mid-terrace house,140.08,4,3,1993,2018
308000,Mid-terrace house,210,6,2,1935,2011
308910,Multiple dwelling,78.33,3,1,1961,2002
309000,Single dwelling,140,4,1,2006,2006
309000,Mid-terrace house,110,3,1,1900,2013
309000,Single dwelling,120,2,2,1954,2016
309000,Mid-terrace house,140,3,2,1954,2018
309850,Duplex,260,5,3,1963,2015
310000,Mid-terrace house,253,6,2,1952,1974
310000,Corner house,237,6,3,1900,1998
310000,Corner house,137.5,5,1,1962,1999
310000,Duplex,135,4,2,1840,2000
310000,Farmhouse,108,3,1,1969,2008
310000,Duplex,274,3,2,1960,2010
310000,Mid-terrace house,121.95,3,1,1957,2016
314000,Mid-terrace house,230,2,2,1964,1997
314000,Duplex,180,3,2,1931,2015
315000,Duplex,242,5,2,1954,2010
315000,Duplex,308,5,4,1900,2011
315000,Single dwelling,108.5,3,1,1983,2011
315000,Bungalow,178,4,2,2011,2012
315000,Multiple dwelling,154.97,4,2,1950,2015
315000,Duplex,141,4,2,1964,2016
315000,Duplex,262.72,4,4,1930,2017
315000,Duplex,170,5,2,1937,2017
315000,Mid-terrace house,240,6,2,1999,2019
317000,Mid-terrace house,145.51,4,1,1969,2018
318000,Mid-terrace house,188,3,3,1928,2019
319000,Mid-terrace house,140,3,1,1900,1995
319000,Mid-terrace house,280,8,3,1975,2000
319000,Mid-terrace house,150,4,2,1975,2004
319000,Residential property,180,4,2,1973,2005
319000,Duplex,239.03,5,3,1929,2008
319000,Mid-terrace house,236,7,6,1967,2015
319000,Residential property,107,4,1,1978,2015
319000,Mid-terrace house,142.63,4,2,1895,2016
319000,Mid-terrace house,223,6,2,1987,2017
319000,Single dwelling,150,4,2,1992,2018
319000,Special property,133,3,1,1970,2019
320000,Duplex,305,6,6,1995,1997
320000,Duplex,194,3,3,1890,2001
320000,Duplex,292,11,4,1800,2004
320000,Mid-terrace house,330,4,3,1852,2010
320000,Mid-terrace house,220,2,3,2016,2016
320000,Mid-terrace house,140,3,2,1890,2018
320000,Mid-terrace house,112,3,2,1986,2018
320000,Duplex,180,4,3,1910,2018
320000,Duplex,175.01,4,2,1955,2018
320000,Mid-terrace house,230,7,3,1984,2018
320000,Mid-terrace house,210,4,3,1973,2020
320000,Mid-terrace house,104,1,1,1979,2020
322000,Mid-terrace house,191,3,2,1978,2012
325000,Farmhouse,126.1,3,2,1971,1988
325000,Duplex,293,7,4,1995,1995
325000,Duplex,273,6,3,1937,2014
325000,Duplex,270,6,3,1962,2014
325000,Mid-terrace house,170,5,2,1956,2019
328000,Mid-terrace house,168,2,1,1926,2000
329000,Corner house,217,4,2,1900,1990
329000,Multiple dwelling,120,3,1,1997,2000
329000,Corner house,70,2,1,1952,2005
329000,Mid-terrace house,177,3,1,1960,2006
329000,Single dwelling,114,3,1,1963,2006
329000,Mid-terrace house,130,4,2,1780,2007
329000,Mid-terrace house,200,3,3,1985,2009
329000,Farmhouse,110,3,1,1984,2012
329000,Mid-terrace house,125,4,1,1963,2012
329000,Mid-terrace house,177.28,4,2,1994,2014
329000,Mid-terrace house,155.67,4,2,1962,2014
329000,Single dwelling,175,3,1,1998,2015
329000,Duplex,265,8,3,1977,2015
329000,Mid-terrace house,145,3,2,1962,2015
329000,Farmhouse,139,6,1,1999,2018
329000,Mid-terrace house,120,3,2,1969,2018
329000,Residential property,115,3,2,1933,2019
329000,Farmhouse,90,2,2,1907,2019
329000,Mid-terrace house,220,4,3,1905,2020
329500,Mid-terrace house,90,2,1,1992,2010
330000,Residential property,165,4,2,1965,1985
330000,Duplex,325,6,3,1900,1990
330000,Corner house,190,6,2,1960,1992
330000,Mid-terrace house,135,3,2,1880,2001
330000,Multiple dwelling,131.21,4,1,1982,2013
330000,Corner house,166,4,2,1780,2016
330000,Mid-terrace house,152,4,4,1973,2017
330000,Duplex,180,4,3,1907,2017
330000,Duplex,238,5,3,1981,2018
330000,Farmhouse,103,3,1,1935,2019
334800,Mid-terrace house,117,2,1,1939,2015
334800,Mid-terrace house,216.98,5,2,1985,2020
335000,Residential property,230,4,2,1947,1991
335000,Mid-terrace house,142,2,2,1966,2000
335000,Mid-terrace house,130,3,2,1950,2007
335000,Residential property,115,4,1,1999,2010
335000,Special property,200,5,2,1978,2017
335000,Mid-terrace house,127.57,2,2,1997,2019
335000,Mid-terrace house,126,4,2,1968,2020
337890,Multiple dwelling,78.33,3,1,1961,2006
338000,Mid-terrace house,159,3,2,1935,1998
338000,Mid-terrace house,136,5,2,2013,2015
338500,Mid-terrace house,132,2,1,1997,2016
339000,Single dwelling,142,1,1,1998,1999
339000,Mid-terrace house,124.75,3,1,1900,2005
339000,Duplex,241.5,6,3,1972,2012
339000,Residential property,189,4,2,1920,2015
339000,Mid-terrace house,130,3,1,1939,2015
339000,Mid-terrace house,165,5,2,1980,2016
339000,Mid-terrace house,155.05,5,1,1969,2018
339000,Mid-terrace house,200,6,2,1974,2019
339000,Mid-terrace house,180,4,2,1997,2019
339900,Residential property,272,5,3,1961,2013
340000,Mid-terrace house,173,6,2,1950,1982
340000,Special property,264,6,2,1974,1995
340000,Bungalow,189,3,2,1996,1996
340000,Mid-terrace house,150,6,1,1929,1998
340000,Duplex,860,19,10,1910,2003
340000,Mid-terrace house,147,6,2,1935,2005
340000,Mid-terrace house,60.96,1,1,1750,2010
340000,Mid-terrace house,280,4,1,1960,2017
340000,Duplex,210,6,4,1955,2018
340000,Single dwelling,184,3,2,1995,2019
344000,Mid-terrace house,130,3,1,1994,2014
345000,Duplex,382,8,3,1988,1990
345000,Mid-terrace house,80,2,2,1974,2013
345000,Duplex,198,5,2,1987,2014
347000,Farmhouse,100,3,1,1962,2019
348000,Single dwelling,106,4,1,1928,2000
348000,Special property,132,4,2,1976,2007
348000,Mid-terrace house,238.46,4,2,1959,2014
349000,Mid-terrace house,145.89,4,2,1928,1977
349000,Multiple dwelling,245,4,3,1860,1985
349000,Mid-terrace house,246,3,2,1992,1992
349000,Single dwelling,198,4,2,1784,1995
349000,Duplex,566,12,7,1955,1999
349000,Duplex,399,10,6,1937,2000
349000,Duplex,404,8,6,1900,2000
349000,Mid-terrace house,171,6,2,1973,2000
349000,Mid-terrace house,109,4,2,1979,2003
349000,Residential property,134,3,1,1931,2004
349000,Residential property,240,3,2,1961,2006
349000,Multiple dwelling,250,3,2,1999,2010
349000,Single dwelling,183,4,2,1996,2010
349000,Mid-terrace house,204,2,3,2004,2013
349000,Duplex,270,7,4,1720,2014
349000,Mid-terrace house,158.82,1,3,1928,2016
349000,Multiple dwelling,130,5,1,1960,2016
349000,Mid-terrace house,200,3,2,1983,2016
349000,Farmhouse,135,4,2,1964,2016
349000,Residential property,275,10,3,1900,2017
349000,Farmhouse,104,3,1,1980,2017
349000,Mid-terrace house,91,1,2,1900,2017
349000,Multiple dwelling,179.05,4,2,1961,2017
349000,Residential property,381,5,3,1811,2018
349000,Mid-terrace house,300,2,2,1900,2018
349000,Farmhouse,263.9,9,3,1967,2019
349000,Special property,132.42,4,2,1968,2019
